City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Saldanha,20,PT,1540694648,92,41.42,-6.55,31.73,5.39
Matara,44,PE,1540694648,98,-13.74,-72.9,45.14,1.14
Guantanamo,56,BO,1540694648,88,-16.14,-62.05,73.13,4.38
Tigil,0,RU,1540694649,82,57.8,158.67,44.51,2.48
Praia da Vitoria,75,PT,1540692000,68,38.73,-27.07,64.4,16.13
Ritchie,0,ZA,1540692000,66,-29.03,24.6,66.2,6.93
Port Hedland,0,AU,1540690200,46,-20.31,118.58,89.6,8.05
Mar del Plata,8,AR,1540694476,60,-46.43,-67.52,54.95,6.62
Kodiak,1,US,1540691580,76,39.95,-94.76,55.4,4.7
Mahebourg,20,MU,1540692000,77,-20.41,57.7,64.4,4.7
Coihueco,0,CL,1540692000,87,-36.63,-71.83,59.0,2.24
Naze,20,NG,1540692000,94,5.43,7.07,77.0,6.17
Luanda,75,AO,1540692000,83,-8.83,13.24,78.8,6.93
Resavica,48,RS,1540694652,63,44.04,21.58,57.6,5.61
Sangar,48,RU,1540694652,66,63.92,127.47,16.38,3.6
Visnes,0,NO,1540693200,64,59.36,5.22,33.8,9.17
Bredasdorp,68,ZA,1540692000,88,-34.53,20.04,66.2,11.41
Erzincan,0,TR,1540691400,100,39.75,39.49,28.4,1.59
Guerrero Negro,0,MX,1540694654,76,27.97,-114.04,69.3,8.3
Shache,0,CN,1540694654,64,38.42,77.24,41.18,2.93
Devonport,20,AU,1540694654,65,-41.18,146.36,56.7,5.39
Paraiso,20,MX,1540690920,63,24.01,-104.61,60.8,6.93
Norman Wells,90,CA,1540692240,92,65.28,-126.83,23.0,4.7
Toktogul,44,KG,1540694655,64,41.87,72.95,29.3,1.7
Vardo,90,US,1540692900,87,39.62,-77.74,50.0,3.15
Pimenta Bueno,56,BR,1540694656,92,-11.68,-61.19,73.62,3.71
Jiaonan,0,CN,1540692000,36,35.88,119.98,60.8,6.71
Minna,56,NG,1540694656,92,9.62,6.55,73.4,2.37
Imbituba,75,BR,1540692000,93,-28.24,-48.67,62.6,10.29
Katsuura,75,JP,1540692000,62,33.93,134.5,59.0,18.34
Khyriv,92,UA,1540694657,98,49.53,22.85,46.58,7.18
Naron,56,ES,1540693800,100,43.52,-8.15,41.0,4.7
Vila Velha,40,BR,1540692000,74,-3.71,-38.6,80.6,8.05
Bambous Virieux,20,MU,1540692000,77,-20.34,57.76,64.4,4.7
Lasa,0,CY,1540693800,67,34.92,32.53,59.0,9.17
Kavaratti,0,IN,1540694659,96,10.57,72.64,86.36,3.15
Rancho Palos Verdes,20,US,1540693860,93,33.75,-118.37,77.0,4.7
Vila Franca do Campo,75,PT,1540693800,63,37.72,-25.43,62.6,10.29
Dirba,8,NG,1540694660,85,10.1,13.23,67.23,1.7
Tuktoyaktuk,90,CA,1540692000,100,69.44,-133.03,23.0,13.87
Hot Springs,1,US,1540691580,93,34.5,-93.06,55.4,3.36
Bodden Town,20,KY,1540692000,88,19.28,-81.25,80.6,10.09
Beloha,12,MG,1540694661,90,-25.17,45.06,62.82,8.08
Shingu,40,JP,1540692000,52,33.72,135.99,66.2,10.29
Progreso,40,UY,1540692000,82,-34.68,-56.22,60.8,6.93
Sergeyevka,80,KZ,1540694662,91,53.88,67.42,34.34,13.67
Balao,32,EC,1540694663,99,-2.91,-79.82,68.72,2.15
Hilo,75,US,1540691760,74,19.71,-155.08,80.6,8.05
Makakilo City,40,US,1540691820,58,21.35,-158.09,84.2,10.29
Chapais,1,CA,1540692000,58,49.78,-74.86,24.8,9.17
Avera,1,US,1540691700,81,33.19,-82.53,57.2,5.82
Taoudenni,0,ML,1540694664,38,22.68,-3.98,62.06,2.71
Lebu,0,ET,1540694665,85,8.96,38.73,38.93,2.59
General Roca,0,AR,1540692000,56,-39.03,-67.58,68.0,5.82
Jalu,0,LY,1540694666,43,29.03,21.55,64.62,12.88
Homnabad,0,IN,1540694667,42,17.77,77.13,77.67,5.95
San Patricio,0,PY,1540694667,76,-26.98,-56.83,60.03,3.6
Saskylakh,92,RU,1540694667,91,71.97,114.09,29.75,20.15
Mount Pleasant,1,US,1540692900,93,33.16,-94.97,62.6,3.27
Kavieng,44,PG,1540694668,100,-2.57,150.8,83.88,5.39
Nargana,88,PA,1540694668,100,9.44,-78.59,80.51,1.59
Banda Aceh,68,ID,1540694669,96,5.56,95.32,80.15,1.92
Hammerfest,76,NO,1540693200,86,70.66,23.68,30.2,5.82
Kungurtug,0,RU,1540694669,63,50.6,97.53,25.07,4.05
Ribeira Grande,8,PT,1540694670,100,38.52,-28.7,66.87,14.79
Swellendam,32,ZA,1540692000,88,-34.02,20.44,66.2,11.41
Gravdal,0,NO,1540693200,64,59.79,5.78,33.8,9.17
East London,36,ZA,1540694400,100,-33.02,27.91,68.67,20.27
Oranjestad,20,AW,1540692000,83,12.52,-70.03,82.4,17.22
Bereznik,0,RU,1540694672,75,62.86,42.71,13.77,3.71
Cap-aux-Meules,90,CA,1540692000,60,47.38,-61.86,39.2,12.75
Shanghai,0,CN,1540690200,42,31.23,121.49,66.2,6.71
Hofn,92,IS,1540694672,100,64.25,-15.21,40.01,25.08
Narsaq,80,GL,1540691400,93,60.91,-46.05,32.0,10.29
Kikwit,76,CD,1540694673,97,-5.04,18.82,70.43,3.15
Bandarbeyla,92,SO,1540694673,100,9.49,50.81,75.74,5.73
Wukari,56,NG,1540694674,91,7.87,9.78,75.29,2.93
Pisco,75,PE,1540692000,82,-13.71,-76.2,64.4,12.75
Cabo San Lucas,5,MX,1540691100,78,22.89,-109.91,78.8,3.94
Ilukste,68,LV,1540694675,96,55.98,26.3,42.03,15.68
Vilhena,24,BR,1540694675,92,-12.74,-60.15,72.45,1.36
Lazaro Cardenas,5,MX,1540690980,51,28.39,-105.62,60.8,3.36
Angoram,80,PG,1540694676,65,-4.06,144.07,88.2,1.81
San Cristobal,75,EC,1540692000,76,-0.39,-78.55,53.6,8.05
Tasiilaq,76,GL,1540691400,86,65.61,-37.64,30.2,27.51
Arlit,88,NE,1540694677,46,18.74,7.39,79.25,2.93
Tursunzoda,75,UZ,1540692000,59,38.51,68.23,60.8,2.24
Kailua,75,US,1540691820,74,21.39,-157.74,84.2,9.17
Pringsewu,32,ID,1540694677,90,-5.36,104.98,81.27,2.93
Kantang,20,TH,1540692000,70,7.42,99.52,86.0,8.05
Lagoa,0,PT,1540693800,62,37.14,-8.45,53.6,18.34
LOS ALGARROBOS,75,EC,1540692000,78,-3.25,-79.94,71.6,4.7
Cacu,36,BR,1540694679,97,-18.56,-51.13,67.91,5.73
Kuminskiy,0,RU,1540694679,77,58.67,66.57,29.3,6.51
Punta Alta,0,AR,1540692000,63,-27.46,-55.82,66.2,5.82
Isiro,8,CD,1540694680,99,2.77,27.62,68.54,1.7
Woodstock,90,CA,1540692900,99,43.13,-80.75,35.6,9.17
Fez,75,MA,1540693800,81,34.03,-5.02,53.6,19.46
Pescara,48,IT,1540691400,46,42.46,14.21,71.6,5.82
Faya,0,SA,1540692000,93,18.39,42.45,60.8,3.49
Weligama,56,LK,1540694682,100,5.97,80.42,79.7,11.88
Ilhabela,24,BR,1540694682,94,-23.78,-45.36,73.62,13.67
Wladyslawowo,20,PL,1540693800,93,54.79,18.4,35.6,4.7
Vestmannaeyjar,92,IS,1540694683,100,63.44,-20.27,41.13,33.13
Sopron,75,HU,1540693200,93,47.68,16.6,46.4,4.7
Chokurdakh,76,RU,1540694683,79,70.62,147.9,12.78,10.76
Warman,20,CA,1540692000,48,52.32,-106.58,32.0,8.05
Vrangel,44,RU,1540694684,100,42.73,133.08,48.65,10.65
Tuatapere,88,NZ,1540694684,100,-46.13,167.69,49.1,2.04
Broken Arrow,1,US,1540692900,71,36.05,-95.79,62.6,4.7
Benito Juarez,0,MX,1540694685,37,28.64,-111.57,78.12,8.3
Deputatskiy,0,RU,1540694686,63,69.3,139.9,-4.37,4.94
Khatanga,44,RU,1540694686,92,71.98,102.47,33.03,14.67
Oistins,40,BB,1540692000,88,13.07,-59.53,75.2,4.7
Qasigiannguit,36,GL,1540691400,86,68.82,-51.19,30.2,4.7
Nabire,20,ID,1540694687,60,-3.36,135.5,84.78,2.71
Pevek,36,RU,1540694688,100,69.7,170.27,15.98,12.66
Lamar,1,US,1540691580,71,38.09,-102.62,51.8,5.82
Hoquiam,90,US,1540694040,100,46.98,-123.89,51.8,6.93
Meulaboh,24,ID,1540694688,100,4.14,96.13,80.15,2.82
Ibra,24,OM,1540694689,93,22.69,58.55,64.62,1.03
Bure,8,NG,1540694689,83,10.52,10.33,70.38,3.15
Nome,1,US,1540692900,77,30.04,-94.42,66.2,3.36
Smithers,75,CA,1540692000,76,54.78,-127.17,39.2,3.94
Castelo,24,BR,1540694691,94,-20.6,-41.2,65.57,2.59
Riyadh,75,SA,1540692000,82,24.63,46.72,68.0,8.05
Vilyuysk,44,RU,1540694691,83,63.75,121.63,22.46,6.96
Xichang,12,CN,1540694691,68,27.88,102.25,47.7,1.92
Kangaatsiaq,92,GL,1540694692,93,68.31,-53.46,33.17,11.1
Lubango,64,AO,1540694692,64,-14.92,13.49,63.59,3.71
Chuy,64,UY,1540694692,90,-33.69,-53.46,58.55,7.63
Requena,40,ES,1540693800,87,39.49,-1.1,51.8,2.24
Yellowknife,90,CA,1540693980,92,62.45,-114.38,30.2,8.05
Drumheller,0,CA,1540694694,48,51.47,-112.7,32.13,4.16
Gedo,64,ET,1540694694,74,9.01,37.45,51.26,2.71
Vanimo,48,PG,1540694694,100,-2.67,141.3,79.92,8.19
Walvis Bay,12,NA,1540694695,93,-22.95,14.51,65.48,2.93
Antofagasta,90,CL,1540692000,67,-23.65,-70.4,60.8,5.82
Ust-Ishim,80,RU,1540694696,85,57.69,71.17,36.27,6.85
Stabat,88,ID,1540694696,99,3.76,98.46,78.12,3.6
Santa Isabel do Rio Negro,8,BR,1540694696,88,-0.41,-65.02,80.28,2.82
Nikolsk,88,RU,1540694697,82,59.53,45.45,29.07,2.37
Sao Filipe,24,CV,1540694697,100,14.9,-24.5,77.36,12.44
Bethel,40,US,1540691580,55,60.79,-161.76,33.8,18.34
Kiunga,88,PG,1540694698,69,-6.12,141.3,86.18,3.04
Nakatsu,75,JP,1540692000,51,33.6,131.19,62.6,11.41
Wajima,75,JP,1540692000,71,37.4,136.9,57.2,10.29
Qobu,0,AZ,1540692000,93,40.4,49.71,42.8,2.24
Dibrugarh,75,IN,1540693800,88,27.48,94.9,69.8,3.36
Jingdezhen,0,CN,1540694700,69,29.29,117.2,67.28,4.27
Kahului,40,US,1540691760,74,20.89,-156.47,82.4,23.04
Revelstoke,90,CA,1540693680,100,50.99,-118.19,41.0,1.59
Axim,20,GH,1540694701,100,4.87,-2.24,80.42,8.19
Tromso,40,NO,1540691400,92,69.65,18.96,26.6,2.24
Ornes,0,FR,1540693800,86,49.25,5.47,39.2,11.41
Phalombe,68,MW,1540694702,93,-15.81,35.65,55.13,2.59
Codrington,48,AU,1540694702,60,-28.95,153.24,72.9,6.73
Mogok,88,MM,1540694703,99,22.92,96.51,66.15,2.37
Nikolskoye,75,RU,1540692000,93,59.7,30.79,35.6,15.66
Ojhar,0,IN,1540694704,43,20.09,73.93,76.37,5.39
Gizo,0,IL,1540693200,45,31.8,34.94,62.6,5.82
Alvorada,0,BR,1540692000,82,-30.0,-51.08,62.6,5.82
Northam,8,GB,1540691400,69,51.04,-4.21,39.2,5.82
Staryy Nadym,64,RU,1540694705,88,65.61,72.68,26.82,10.87
Nantucket,90,US,1540693080,93,41.28,-70.1,60.8,12.75
Kazachinskoye,0,RU,1540694706,67,57.69,93.28,38.7,6.51
Leningradskiy,0,RU,1540694706,100,69.38,178.42,13.77,4.72
Mukhen,56,RU,1540694706,62,48.19,136.14,34.88,7.52
Sarab,0,IR,1540694707,94,38.61,44.99,25.16,2.59
Poshekhonye,92,RU,1540694707,97,58.5,39.12,31.82,11.99
Nanortalik,88,GL,1540694707,94,60.14,-45.24,34.92,14.0
Salekhard,32,RU,1540694707,74,66.54,66.62,18.45,7.4
Vestmanna,76,FO,1540693200,86,62.16,-7.17,30.2,2.24
Santo Antonio do Leverger,0,BR,1540692000,94,-15.87,-56.08,73.4,8.05
Ust-Koksa,0,RU,1540694708,70,50.27,85.62,21.11,2.04
Moose Factory,1,CA,1540692000,79,51.26,-80.61,28.4,6.93
Zelenoborsk,36,RU,1540694709,84,61.47,64.05,28.76,6.85
Udachnyy,92,RU,1540694709,84,66.42,112.4,32.63,8.97
Geraldton,90,CA,1540692000,80,49.72,-86.95,35.6,4.7
Medzilaborce,92,SK,1540694710,100,49.27,21.9,45.05,3.15
Poum,20,MK,1540693800,87,41.28,20.71,46.4,3.36
Srednekolymsk,68,RU,1540694711,72,67.46,153.71,8.82,7.29
Sabang,68,PH,1540694711,90,13.72,123.58,81.27,19.26
Westport,0,IE,1540694551,100,53.8,-9.52,38.39,6.62
Astana,90,KZ,1540692000,93,51.13,71.43,46.4,13.42
Labuhan,12,ID,1540694712,78,-2.54,115.51,84.33,2.37
Longyearbyen,75,NO,1540691400,73,78.22,15.63,19.4,9.17
Mackay,20,CA,1540692000,51,53.65,-115.58,37.4,5.82
Bathsheba,40,BB,1540692000,88,13.22,-59.52,75.2,4.7
Swidnica,0,PL,1540693800,86,50.84,16.49,41.0,2.24
Blythe,1,US,1540691520,20,33.61,-114.59,82.4,3.36
Sibolga,20,ID,1540694463,90,1.74,98.78,77.22,0.69
Luderitz,24,NA,1540692000,41,-26.65,15.16,78.8,2.24
Batagay-Alyta,20,RU,1540694714,48,67.8,130.41,-10.04,2.71
Sao Miguel do Araguaia,12,BR,1540694715,85,-13.28,-50.16,79.43,7.4
Kununurra,0,AU,1540693800,17,-15.77,128.74,104.0,6.93
Rawson,0,AR,1540694715,59,-43.3,-65.11,55.49,9.75
Cardston,75,CA,1540692000,42,49.2,-113.32,44.6,23.04
Winfield,90,US,1540692900,100,41.41,-87.28,48.2,2.71
Alofi,92,NU,1540692000,88,-19.06,-169.92,78.8,4.7
Valparaiso,90,US,1540692900,75,41.47,-87.06,48.2,2.71
Mackenzie,1,CA,1540692000,69,55.34,-123.09,37.4,2.24
Kieta,32,PG,1540694717,99,-6.22,155.63,82.22,5.17
Acapulco,40,MX,1540691160,78,16.86,-99.88,82.4,4.7
Nanchang,0,CN,1540694718,57,28.68,115.89,70.02,4.05
Ampanihy,88,MG,1540694718,95,-24.69,44.75,62.96,9.42
Yerbogachen,8,RU,1540694719,85,61.28,108.01,32.9,7.07
Iquique,75,CL,1540692000,77,-20.22,-70.14,64.4,10.29
Dwarka,0,IN,1540693800,77,28.58,77.04,68.0,3.83
Marsa Matruh,0,EG,1540694720,80,31.35,27.25,50.22,4.94
Lompoc,90,US,1540694280,93,34.64,-120.46,62.6,3.36
San,0,ML,1540694720,80,13.3,-4.9,67.5,2.26
Nederland,1,US,1540692900,100,29.97,-93.99,73.4,7.74
Benghazi,20,LY,1540691400,52,32.12,20.07,68.0,28.21
Alterosa,56,BR,1540694721,86,-21.25,-46.14,68.45,7.4
Raudeberg,12,NO,1540693200,100,61.99,5.14,32.0,3.36
Richards Bay,80,ZA,1540694722,99,-28.77,32.06,65.52,3.49
Moissala,0,TD,1540694722,88,8.34,17.77,72.18,3.15
Beringovskiy,80,RU,1540694723,100,63.05,179.32,31.5,6.73
Rondonopolis,8,BR,1540694723,93,-16.46,-54.64,72.77,2.71
Honiara,40,SB,1540692000,74,-9.43,159.96,86.0,9.17
Tabas,92,IR,1540694724,87,33.6,56.92,58.19,3.38
Halvad,0,IN,1540694724,38,23.02,71.18,79.79,2.93
Hasaki,40,JP,1540692000,64,35.73,140.83,68.0,13.87
Tafresh,92,IR,1540694725,95,34.69,50.01,42.8,2.93
Tungor,92,RU,1540694725,98,53.39,142.95,42.93,29.1
Billings,1,US,1540691580,37,45.79,-108.5,53.6,18.34
Buraydah,40,SA,1540692000,59,26.33,43.97,62.6,14.99
Auki,0,NG,1540694726,84,12.18,6.51,71.37,2.82
Kita,75,JP,1540692000,59,35.76,139.74,68.0,6.93
Port Hawkesbury,90,CA,1540692780,98,45.62,-61.36,35.6,13.87
Tonantins,44,BR,1540694727,90,-2.86,-67.77,77.67,3.6
Virginia Beach,90,US,1540693260,87,36.85,-75.98,57.2,12.75
Santa Maria,0,BR,1540692000,82,-29.69,-53.81,62.6,8.05
Talnakh,88,RU,1540694729,93,69.49,88.39,29.03,21.72
Puerto Carreno,12,CO,1540694729,93,6.19,-67.49,71.51,2.93
Mandali,0,IQ,1540694729,86,33.75,45.55,48.2,2.71
Lufilufi,12,WS,1540694730,97,-13.87,-171.6,84.42,10.42
Benatky nad Jizerou,40,CZ,1540693800,93,50.29,14.82,42.8,8.05
Komsomolets,92,RU,1540694731,96,52.77,41.29,44.69,17.81
Dakar,0,SN,1540694731,100,14.69,-17.45,79.2,12.21
Victoria,75,BN,1540693800,94,5.28,115.24,86.0,1.12
Boueni,20,YT,1540692000,88,-12.9,45.08,75.2,3.36
Najran,0,SA,1540692000,35,17.54,44.22,69.8,2.37
Sukhaya Buyvola,0,RU,1540692000,65,45.15,43.0,44.6,11.18
Batticaloa,80,LK,1540694733,100,7.71,81.69,76.05,10.87
Kodinar,0,IN,1540694478,64,20.79,70.7,79.2,3.38
Sabara,0,BR,1540694733,64,-24.25,-48.48,62.1,9.75
La Ronge,90,CA,1540692000,100,55.1,-105.3,33.8,6.93
Inirida,20,CO,1540694734,94,3.87,-67.92,76.5,2.48
Nador,24,MA,1540693800,63,35.17,-2.93,62.6,19.46
Pacocha,75,EC,1540692000,88,-1.05,-80.87,73.4,5.82
Sisimiut,92,GL,1540694735,100,66.94,-53.67,24.3,1.92
San Francisco de Macoris,40,DO,1540692000,88,19.3,-70.25,78.8,4.7
Pacific Grove,1,US,1540694100,60,36.62,-121.92,69.8,9.17
Shubarshi,0,KZ,1540694736,88,48.59,57.19,30.33,9.64
Port Lincoln,92,AU,1540694736,84,-34.72,135.86,64.04,7.96
Grindavik,90,IS,1540692000,100,63.84,-22.43,42.8,36.91
Angoche,12,MZ,1540694737,100,-16.23,39.91,76.37,14.67
Kudat,75,MY,1540692000,74,6.89,116.84,86.0,4.7
Parapotamos,40,GR,1540693200,82,39.55,20.32,68.0,11.41
Kaitangata,92,NZ,1540694738,100,-46.28,169.85,48.65,7.96
Kualakapuas,0,ID,1540694738,77,-3.01,114.39,87.53,3.38
Lethem,0,GY,1540694738,54,3.38,-59.8,85.64,14.67
Atbasar,92,KZ,1540694739,100,51.81,68.36,36.14,19.04
Leh,20,IN,1540694739,60,34.16,77.58,-8.73,1.92
Anchorage,90,US,1540691760,75,61.22,-149.89,46.4,2.82
Lodingen,0,NO,1540693200,92,68.41,16.0,23.0,1.7
Calama,0,CL,1540692000,18,-22.46,-68.93,51.8,9.17
Andreapol,92,RU,1540694740,93,56.65,32.27,39.87,15.01
Gornopravdinsk,48,RU,1540694741,77,60.06,69.92,31.05,5.61
Merauke,12,ID,1540694741,92,-8.49,140.4,83.93,11.21
Yenagoa,48,NG,1540694741,98,4.92,6.26,73.85,3.49
Aswan,0,EG,1540694742,78,24.09,32.9,60.89,8.63
Mirnyy,88,RU,1540694742,95,56.57,36.46,41.81,16.02
Bratsk,0,RU,1540692000,44,56.15,101.63,39.2,2.24
Kananga,68,CD,1540694742,96,-5.9,22.41,71.55,2.48
Chipinge,0,ZW,1540694743,89,-20.19,32.62,55.08,2.59
Coquimbo,0,CL,1540692000,93,-29.95,-71.34,53.6,6.93
Zakamensk,0,RU,1540694743,68,50.38,103.29,32.99,2.59
Pelym,64,RU,1540694744,84,61.01,62.0,31.05,5.06
Clyde River,1,CA,1540692000,84,70.47,-68.59,1.4,16.11
Pushchino,75,RU,1540692000,93,54.83,37.61,42.8,8.95
Macon,1,US,1540691760,87,32.84,-83.63,55.4,6.93
Gao,0,ML,1540694745,46,16.28,-0.04,67.28,5.73
Wagar,0,US,1540694745,80,31.44,-87.99,54.72,2.37
Ostroleka,76,PL,1540694746,82,53.09,21.58,37.85,5.17
Kalmunai,48,LK,1540694746,96,7.42,81.82,77.85,8.3
Port Hardy,90,CA,1540692000,81,50.7,-127.42,48.2,23.04
Lamu,36,ID,1540694747,75,0.57,122.3,84.83,2.93
Raton,1,US,1540691640,57,36.9,-104.44,64.4,4.7
Teseney,0,ER,1540694747,60,15.11,36.66,68.99,6.85
Prince Albert,75,CA,1540692000,69,53.2,-105.75,39.2,10.29
Aklavik,90,CA,1540692000,92,68.22,-135.01,23.0,4.7
Colquechaca,88,BO,1540694748,95,-18.7,-66.0,48.11,0.92
